lcl|PEKT02000007.1_mrna_1	B9J08_002585
lcl|PEKT02000007.1_mrna_500	B9J08_003084
lcl|PEKT02000007.1_mrna_501	B9J08_003085
lcl|PEKT02000007.1_mrna_502	B9J08_003086
lcl|PEKT02000007.1_mrna_503	B9J08_003087
lcl|PEKT02000007.1_mrna_504	B9J08_003088
lcl|PEKT02000007.1_mrna_505	B9J08_003089
lcl|PEKT02000007.1_mrna_506	B9J08_003090
lcl|PEKT02000007.1_mrna_507	B9J08_003091
lcl|PEKT02000007.1_mrna_508	B9J08_003092
lcl|PEKT02000007.1_mrna_509	B9J08_003093
lcl|PEKT02000007.1_mrna_510	B9J08_003094
lcl|PEKT02000007.1_mrna_511	B9J08_003095
lcl|PEKT02000007.1_trna_512	B9J08_003096
lcl|PEKT02000007.1_trna_513	B9J08_003097
lcl|PEKT02000007.1_mrna_514	B9J08_003098
lcl|PEKT02000007.1_mrna_515	B9J08_003099
lcl|PEKT02000007.1_mrna_516	B9J08_003100
lcl|PEKT02000007.1_mrna_517	B9J08_003101
lcl|PEKT02000007.1_mrna_518	B9J08_003102
lcl|PEKT02000007.1_mrna_519	B9J08_003103
lcl|PEKT02000007.1_mrna_520	B9J08_003104
lcl|PEKT02000007.1_mrna_521	B9J08_003105
lcl|PEKT02000007.1_mrna_522	B9J08_003106
lcl|PEKT02000007.1_mrna_523	B9J08_003107
lcl|PEKT02000007.1_trna_524	B9J08_003108
lcl|PEKT02000007.1_mrna_525	B9J08_003109
lcl|PEKT02000007.1_mrna_526	B9J08_003110
lcl|PEKT02000007.1_mrna_527	B9J08_003111
lcl|PEKT02000007.1_mrna_528	B9J08_003112
lcl|PEKT02000007.1_mrna_529	B9J08_003113
lcl|PEKT02000007.1_mrna_530	B9J08_003114
lcl|PEKT02000007.1_mrna_531	B9J08_003115
lcl|PEKT02000007.1_mrna_532	B9J08_003116
lcl|PEKT02000007.1_mrna_533	B9J08_003117
lcl|PEKT02000007.1_mrna_534	B9J08_003118
lcl|PEKT02000007.1_mrna_535	B9J08_003119
lcl|PEKT02000007.1_mrna_536	B9J08_003120
lcl|PEKT02000007.1_mrna_537	B9J08_003121
lcl|PEKT02000007.1_mrna_538	B9J08_003122
lcl|PEKT02000007.1_mrna_539	B9J08_003123
lcl|PEKT02000007.1_mrna_540	B9J08_003124
lcl|PEKT02000007.1_mrna_541	B9J08_003125
lcl|PEKT02000007.1_mrna_542	B9J08_003126
lcl|PEKT02000007.1_mrna_543	B9J08_003127
lcl|PEKT02000007.1_mrna_544	B9J08_003128
lcl|PEKT02000007.1_mrna_545	B9J08_003129
lcl|PEKT02000007.1_mrna_546	B9J08_003130
lcl|PEKT02000007.1_mrna_547	B9J08_003131
lcl|PEKT02000007.1_mrna_548	B9J08_003132
lcl|PEKT02000007.1_mrna_549	B9J08_003133
lcl|PEKT02000007.1_mrna_550	B9J08_003134
lcl|PEKT02000007.1_mrna_551	B9J08_003135
lcl|PEKT02000007.1_mrna_552	B9J08_003136
lcl|PEKT02000007.1_mrna_553	B9J08_003137
lcl|PEKT02000007.1_mrna_554	B9J08_003138
lcl|PEKT02000007.1_mrna_555	B9J08_003139
lcl|PEKT02000007.1_mrna_556	B9J08_003140
lcl|PEKT02000007.1_mrna_557	B9J08_003141
lcl|PEKT02000007.1_mrna_558	B9J08_003142
lcl|PEKT02000007.1_mrna_559	B9J08_003143
lcl|PEKT02000007.1_mrna_560	B9J08_003144
lcl|PEKT02000007.1_mrna_561	B9J08_003145
lcl|PEKT02000007.1_mrna_562	B9J08_003146
lcl|PEKT02000007.1_mrna_563	B9J08_003147
lcl|PEKT02000007.1_mrna_564	B9J08_003148
lcl|PEKT02000007.1_mrna_565	B9J08_003149
lcl|PEKT02000007.1_mrna_566	B9J08_003150
lcl|PEKT02000007.1_mrna_567	B9J08_003151
lcl|PEKT02000007.1_mrna_568	B9J08_003152
lcl|PEKT02000007.1_mrna_569	B9J08_003153
lcl|PEKT02000007.1_mrna_570	B9J08_003154
lcl|PEKT02000007.1_mrna_571	B9J08_003155
lcl|PEKT02000007.1_mrna_572	B9J08_003156
lcl|PEKT02000007.1_mrna_573	B9J08_003157
lcl|PEKT02000007.1_mrna_574	B9J08_003158
lcl|PEKT02000007.1_mrna_575	B9J08_003159
lcl|PEKT02000007.1_trna_576	B9J08_003160
lcl|PEKT02000007.1_mrna_577	B9J08_003161
lcl|PEKT02000007.1_mrna_578	B9J08_003162
lcl|PEKT02000007.1_trna_579	B9J08_003163
lcl|PEKT02000007.1_trna_580	B9J08_003164
lcl|PEKT02000007.1_mrna_581	B9J08_003165
lcl|PEKT02000007.1_mrna_582	B9J08_003166
lcl|PEKT02000007.1_mrna_583	B9J08_003167
lcl|PEKT02000007.1_mrna_584	B9J08_003168
lcl|PEKT02000007.1_mrna_585	B9J08_003169
lcl|PEKT02000007.1_mrna_586	B9J08_003170
lcl|PEKT02000007.1_mrna_587	B9J08_003171
lcl|PEKT02000007.1_mrna_588	B9J08_003172
lcl|PEKT02000007.1_mrna_589	B9J08_003173
lcl|PEKT02000007.1_mrna_590	B9J08_003174
lcl|PEKT02000007.1_mrna_591	B9J08_003175
lcl|PEKT02000007.1_mrna_592	B9J08_003176
lcl|PEKT02000007.1_mrna_593	B9J08_003177
lcl|PEKT02000007.1_mrna_594	B9J08_003178
lcl|PEKT02000007.1_mrna_595	B9J08_003179
lcl|PEKT02000007.1_mrna_596	B9J08_003180
lcl|PEKT02000007.1_mrna_597	B9J08_003181
lcl|PEKT02000007.1_mrna_598	B9J08_003182
lcl|PEKT02000007.1_mrna_599	B9J08_003183
lcl|PEKT02000007.1_mrna_600	B9J08_003184
lcl|PEKT02000007.1_mrna_601	B9J08_003185
lcl|PEKT02000007.1_mrna_602	B9J08_003186
lcl|PEKT02000007.1_mrna_603	B9J08_003187
lcl|PEKT02000007.1_mrna_604	B9J08_003188
lcl|PEKT02000007.1_mrna_605	B9J08_003189
lcl|PEKT02000007.1_mrna_606	B9J08_003190
lcl|PEKT02000007.1_mrna_607	B9J08_003191
lcl|PEKT02000007.1_mrna_608	B9J08_003192
lcl|PEKT02000007.1_mrna_609	B9J08_003193
lcl|PEKT02000007.1_mrna_610	B9J08_003194
lcl|PEKT02000007.1_mrna_611	B9J08_003195
lcl|PEKT02000007.1_mrna_612	B9J08_003196
lcl|PEKT02000007.1_mrna_613	B9J08_003197
lcl|PEKT02000007.1_mrna_614	B9J08_003198
lcl|PEKT02000007.1_trna_615	B9J08_003199
lcl|PEKT02000007.1_mrna_616	B9J08_003200
lcl|PEKT02000007.1_mrna_617	B9J08_003201
lcl|PEKT02000007.1_mrna_618	B9J08_003202
lcl|PEKT02000007.1_mrna_619	B9J08_003203
lcl|PEKT02000007.1_mrna_620	B9J08_003204
lcl|PEKT02000007.1_mrna_621	B9J08_003205
lcl|PEKT02000007.1_mrna_622	B9J08_003206
lcl|PEKT02000007.1_mrna_623	B9J08_003207
lcl|PEKT02000007.1_mrna_624	B9J08_003208
lcl|PEKT02000007.1_mrna_625	B9J08_003209
lcl|PEKT02000007.1_mrna_626	B9J08_003210
lcl|PEKT02000007.1_mrna_627	B9J08_003211
lcl|PEKT02000007.1_mrna_628	B9J08_003212
lcl|PEKT02000007.1_mrna_629	B9J08_003213
lcl|PEKT02000007.1_mrna_630	B9J08_003214
lcl|PEKT02000007.1_mrna_631	B9J08_003215
lcl|PEKT02000007.1_mrna_632	B9J08_003216
lcl|PEKT02000007.1_mrna_633	B9J08_003217
lcl|PEKT02000007.1_mrna_634	B9J08_003218
lcl|PEKT02000007.1_mrna_635	B9J08_003219
lcl|PEKT02000007.1_mrna_636	B9J08_003220
lcl|PEKT02000007.1_trna_637	B9J08_003221
lcl|PEKT02000007.1_trna_638	B9J08_003222
lcl|PEKT02000007.1_mrna_639	B9J08_003223
lcl|PEKT02000007.1_mrna_640	B9J08_003224
lcl|PEKT02000007.1_mrna_641	B9J08_003225
lcl|PEKT02000007.1_mrna_642	B9J08_003226
lcl|PEKT02000007.1_mrna_643	B9J08_003227
lcl|PEKT02000007.1_mrna_644	B9J08_003228
lcl|PEKT02000007.1_mrna_645	B9J08_003229
lcl|PEKT02000007.1_mrna_646	B9J08_003230
lcl|PEKT02000007.1_mrna_647	B9J08_003231
lcl|PEKT02000007.1_mrna_648	B9J08_003232
lcl|PEKT02000007.1_mrna_649	B9J08_003233
lcl|PEKT02000007.1_mrna_650	B9J08_003234
lcl|PEKT02000007.1_mrna_651	B9J08_003235
lcl|PEKT02000007.1_mrna_652	B9J08_003236
lcl|PEKT02000007.1_mrna_653	B9J08_003237
lcl|PEKT02000007.1_mrna_654	B9J08_003238
lcl|PEKT02000007.1_mrna_655	B9J08_003239
lcl|PEKT02000007.1_mrna_656	B9J08_003240
lcl|PEKT02000007.1_mrna_657	B9J08_003241
lcl|PEKT02000007.1_mrna_658	B9J08_003242
lcl|PEKT02000007.1_mrna_659	B9J08_003243
lcl|PEKT02000007.1_mrna_660	B9J08_003244
lcl|PEKT02000007.1_mrna_661	B9J08_003245
lcl|PEKT02000007.1_mrna_662	B9J08_003246
lcl|PEKT02000007.1_mrna_663	B9J08_003247
lcl|PEKT02000007.1_mrna_664	B9J08_003248
lcl|PEKT02000007.1_mrna_665	B9J08_003249
lcl|PEKT02000007.1_mrna_666	B9J08_003250
lcl|PEKT02000007.1_mrna_667	B9J08_003251
lcl|PEKT02000007.1_mrna_668	B9J08_003252
lcl|PEKT02000007.1_mrna_669	B9J08_003253
lcl|PEKT02000007.1_mrna_670	B9J08_003254
lcl|PEKT02000007.1_mrna_671	B9J08_003255
lcl|PEKT02000007.1_mrna_672	B9J08_003256
lcl|PEKT02000007.1_mrna_673	B9J08_003257
lcl|PEKT02000007.1_mrna_674	B9J08_003258
lcl|PEKT02000007.1_mrna_675	B9J08_003259
lcl|PEKT02000007.1_mrna_676	B9J08_003260
lcl|PEKT02000007.1_mrna_677	B9J08_003261
lcl|PEKT02000007.1_mrna_678	B9J08_003262
lcl|PEKT02000007.1_mrna_679	B9J08_003263
lcl|PEKT02000007.1_mrna_680	B9J08_003264
lcl|PEKT02000007.1_mrna_681	B9J08_003265
lcl|PEKT02000007.1_mrna_682	B9J08_003266
lcl|PEKT02000007.1_mrna_683	B9J08_003267
lcl|PEKT02000007.1_mrna_684	B9J08_003268
lcl|PEKT02000007.1_mrna_685	B9J08_003269
lcl|PEKT02000007.1_mrna_686	B9J08_003270
lcl|PEKT02000007.1_mrna_687	B9J08_003271
lcl|PEKT02000007.1_mrna_688	B9J08_003272
lcl|PEKT02000007.1_mrna_689	B9J08_003273
lcl|PEKT02000007.1_mrna_690	B9J08_003274
lcl|PEKT02000007.1_mrna_691	B9J08_003275
lcl|PEKT02000007.1_mrna_692	B9J08_003276
lcl|PEKT02000007.1_mrna_693	B9J08_003277
lcl|PEKT02000007.1_mrna_694	B9J08_003278
lcl|PEKT02000007.1_mrna_695	B9J08_003279
lcl|PEKT02000007.1_mrna_696	B9J08_003280
lcl|PEKT02000007.1_mrna_697	B9J08_003281
lcl|PEKT02000007.1_mrna_698	B9J08_003282
lcl|PEKT02000007.1_mrna_699	B9J08_003283
lcl|PEKT02000007.1_mrna_700	B9J08_003284
lcl|PEKT02000007.1_mrna_701	B9J08_003285
lcl|PEKT02000007.1_mrna_702	B9J08_003286
lcl|PEKT02000007.1_mrna_703	B9J08_003287
lcl|PEKT02000007.1_mrna_704	B9J08_003288
lcl|PEKT02000007.1_mrna_705	B9J08_003289
lcl|PEKT02000007.1_mrna_706	B9J08_003290
lcl|PEKT02000007.1_mrna_707	B9J08_003291
lcl|PEKT02000007.1_mrna_708	B9J08_003292
lcl|PEKT02000007.1_mrna_709	B9J08_003293
lcl|PEKT02000007.1_mrna_710	B9J08_003294
lcl|PEKT02000007.1_mrna_711	B9J08_003295
lcl|PEKT02000007.1_mrna_712	B9J08_003296
lcl|PEKT02000007.1_mrna_713	B9J08_003297
lcl|PEKT02000007.1_mrna_714	B9J08_003298
lcl|PEKT02000007.1_mrna_715	B9J08_003299
lcl|PEKT02000007.1_mrna_716	B9J08_003300
lcl|PEKT02000007.1_mrna_717	B9J08_003301
lcl|PEKT02000007.1_mrna_718	B9J08_003302
lcl|PEKT02000007.1_mrna_719	B9J08_003303
lcl|PEKT02000007.1_mrna_720	B9J08_003304
lcl|PEKT02000007.1_mrna_721	B9J08_003305
lcl|PEKT02000007.1_mrna_722	B9J08_003306
lcl|PEKT02000007.1_mrna_723	B9J08_003307
lcl|PEKT02000007.1_mrna_724	B9J08_003308
lcl|PEKT02000007.1_mrna_725	B9J08_003309
lcl|PEKT02000007.1_mrna_726	B9J08_003310
lcl|PEKT02000007.1_mrna_727	B9J08_003311
lcl|PEKT02000007.1_mrna_728	B9J08_003312
lcl|PEKT02000007.1_mrna_729	B9J08_003313
lcl|PEKT02000007.1_mrna_730	B9J08_003314
lcl|PEKT02000007.1_mrna_731	B9J08_003315
lcl|PEKT02000007.1_mrna_732	B9J08_003316
lcl|PEKT02000007.1_mrna_733	B9J08_003317
lcl|PEKT02000007.1_mrna_734	B9J08_003318
lcl|PEKT02000007.1_mrna_735	B9J08_003319
lcl|PEKT02000007.1_mrna_736	B9J08_003320
lcl|PEKT02000007.1_mrna_737	B9J08_003321
lcl|PEKT02000007.1_mrna_738	B9J08_003322
lcl|PEKT02000007.1_mrna_739	B9J08_003323
lcl|PEKT02000007.1_mrna_740	B9J08_003324
lcl|PEKT02000007.1_mrna_741	B9J08_003325
lcl|PEKT02000007.1_mrna_742	B9J08_003326
lcl|PEKT02000007.1_mrna_743	B9J08_003327
lcl|PEKT02000007.1_mrna_744	B9J08_003328
lcl|PEKT02000007.1_mrna_745	B9J08_003329
lcl|PEKT02000007.1_mrna_746	B9J08_003330
lcl|PEKT02000007.1_mrna_747	B9J08_003331
lcl|PEKT02000007.1_mrna_748	B9J08_003332
lcl|PEKT02000007.1_mrna_749	B9J08_003333
lcl|PEKT02000007.1_mrna_750	B9J08_003334
lcl|PEKT02000007.1_mrna_751	B9J08_003335
lcl|PEKT02000007.1_mrna_752	B9J08_003336
lcl|PEKT02000007.1_mrna_753	B9J08_003337
lcl|PEKT02000007.1_mrna_754	B9J08_003338
lcl|PEKT02000007.1_mrna_755	B9J08_003339
lcl|PEKT02000007.1_mrna_756	B9J08_003340
lcl|PEKT02000007.1_mrna_757	B9J08_003341
lcl|PEKT02000007.1_mrna_758	B9J08_003342
lcl|PEKT02000007.1_mrna_759	B9J08_003343
lcl|PEKT02000007.1_mrna_760	B9J08_003344
lcl|PEKT02000007.1_mrna_761	B9J08_003345
lcl|PEKT02000007.1_mrna_762	B9J08_003346
lcl|PEKT02000007.1_mrna_763	B9J08_003347
lcl|PEKT02000007.1_mrna_764	B9J08_003348
lcl|PEKT02000007.1_mrna_765	B9J08_003349
lcl|PEKT02000007.1_mrna_766	B9J08_003350
lcl|PEKT02000007.1_mrna_767	B9J08_003351
lcl|PEKT02000007.1_mrna_768	B9J08_003352
lcl|PEKT02000007.1_mrna_769	B9J08_003353
lcl|PEKT02000007.1_mrna_770	B9J08_003354
lcl|PEKT02000007.1_mrna_771	B9J08_003355
lcl|PEKT02000007.1_mrna_772	B9J08_003356
lcl|PEKT02000007.1_mrna_773	B9J08_003357
lcl|PEKT02000007.1_mrna_774	B9J08_003358
lcl|PEKT02000007.1_mrna_775	B9J08_003359
lcl|PEKT02000007.1_mrna_776	B9J08_003360
lcl|PEKT02000007.1_mrna_777	B9J08_003361
lcl|PEKT02000007.1_trna_778	B9J08_003362
lcl|PEKT02000007.1_trna_779	B9J08_003363
lcl|PEKT02000007.1_mrna_780	B9J08_003364
lcl|PEKT02000007.1_mrna_781	B9J08_003365
lcl|PEKT02000007.1_mrna_782	B9J08_003366
lcl|PEKT02000007.1_mrna_783	B9J08_003367
lcl|PEKT02000007.1_mrna_784	B9J08_003368
lcl|PEKT02000007.1_mrna_785	B9J08_003369
lcl|PEKT02000007.1_mrna_786	B9J08_003370
lcl|PEKT02000007.1_mrna_787	B9J08_003371
lcl|PEKT02000007.1_mrna_788	B9J08_003372
lcl|PEKT02000007.1_mrna_789	B9J08_003373
lcl|PEKT02000007.1_mrna_790	B9J08_003374
lcl|PEKT02000007.1_mrna_791	B9J08_003375
lcl|PEKT02000007.1_mrna_792	B9J08_003376
lcl|PEKT02000007.1_mrna_793	B9J08_003377
lcl|PEKT02000007.1_mrna_794	B9J08_003378
lcl|PEKT02000007.1_mrna_795	B9J08_003379
lcl|PEKT02000007.1_mrna_796	B9J08_003380
lcl|PEKT02000007.1_mrna_797	B9J08_003381
lcl|PEKT02000007.1_mrna_798	B9J08_003382
lcl|PEKT02000007.1_mrna_799	B9J08_003383
lcl|PEKT02000007.1_mrna_800	B9J08_003384
lcl|PEKT02000007.1_mrna_801	B9J08_003385
lcl|PEKT02000007.1_mrna_802	B9J08_003386
lcl|PEKT02000007.1_mrna_803	B9J08_003387
lcl|PEKT02000007.1_mrna_804	B9J08_003388
lcl|PEKT02000007.1_mrna_805	B9J08_003389
lcl|PEKT02000007.1_mrna_806	B9J08_003390
lcl|PEKT02000007.1_mrna_807	B9J08_003391
lcl|PEKT02000007.1_mrna_808	B9J08_003392
lcl|PEKT02000007.1_mrna_809	B9J08_003393
lcl|PEKT02000007.1_mrna_810	B9J08_003394
lcl|PEKT02000007.1_mrna_811	B9J08_003395
lcl|PEKT02000007.1_mrna_812	B9J08_003396
lcl|PEKT02000007.1_mrna_813	B9J08_003397
lcl|PEKT02000007.1_mrna_814	B9J08_003398
lcl|PEKT02000007.1_mrna_815	B9J08_003399
lcl|PEKT02000007.1_mrna_816	B9J08_003400
lcl|PEKT02000007.1_mrna_817	B9J08_003401
lcl|PEKT02000007.1_mrna_818	B9J08_003402
lcl|PEKT02000007.1_mrna_819	B9J08_003403
lcl|PEKT02000007.1_mrna_820	B9J08_003404
lcl|PEKT02000007.1_mrna_821	B9J08_003405
lcl|PEKT02000007.1_mrna_822	B9J08_003406
lcl|PEKT02000007.1_mrna_823	B9J08_003407
lcl|PEKT02000007.1_mrna_824	B9J08_003408
lcl|PEKT02000007.1_mrna_825	B9J08_003409
lcl|PEKT02000007.1_mrna_826	B9J08_003410
lcl|PEKT02000007.1_mrna_827	B9J08_003411
lcl|PEKT02000007.1_mrna_828	B9J08_003412
lcl|PEKT02000007.1_mrna_829	B9J08_003413
lcl|PEKT02000007.1_mrna_830	B9J08_003414
lcl|PEKT02000007.1_trna_831	B9J08_003415
lcl|PEKT02000007.1_mrna_832	B9J08_003416
lcl|PEKT02000007.1_mrna_833	B9J08_003417
lcl|PEKT02000007.1_mrna_834	B9J08_003418
lcl|PEKT02000007.1_mrna_835	B9J08_003419
lcl|PEKT02000007.1_mrna_836	B9J08_003420
lcl|PEKT02000007.1_mrna_837	B9J08_003421
lcl|PEKT02000007.1_mrna_838	B9J08_003422
lcl|PEKT02000007.1_mrna_839	B9J08_003424
lcl|PEKT02000007.1_mrna_840	B9J08_003425
lcl|PEKT02000007.1_mrna_841	B9J08_003426
lcl|PEKT02000007.1_mrna_842	B9J08_003427
lcl|PEKT02000007.1_mrna_843	B9J08_003428
lcl|PEKT02000007.1_mrna_844	B9J08_003429
lcl|PEKT02000007.1_mrna_845	B9J08_003430
lcl|PEKT02000007.1_mrna_846	B9J08_003431
lcl|PEKT02000007.1_mrna_847	B9J08_003432
lcl|PEKT02000007.1_mrna_848	B9J08_003433
lcl|PEKT02000007.1_mrna_849	B9J08_003434
lcl|PEKT02000007.1_mrna_850	B9J08_003435
lcl|PEKT02000007.1_mrna_851	B9J08_003436
lcl|PEKT02000007.1_mrna_852	B9J08_003437
lcl|PEKT02000007.1_mrna_853	B9J08_003438
lcl|PEKT02000007.1_mrna_854	B9J08_003439
lcl|PEKT02000007.1_mrna_855	B9J08_003440
lcl|PEKT02000007.1_mrna_856	B9J08_003441
lcl|PEKT02000007.1_mrna_857	B9J08_003442
lcl|PEKT02000007.1_mrna_858	B9J08_003443
lcl|PEKT02000007.1_mrna_859	B9J08_003444
lcl|PEKT02000007.1_mrna_860	B9J08_003445
lcl|PEKT02000007.1_mrna_861	B9J08_003446
lcl|PEKT02000007.1_mrna_862	B9J08_003447
lcl|PEKT02000007.1_mrna_863	B9J08_003448
lcl|PEKT02000007.1_mrna_864	B9J08_003449
lcl|PEKT02000007.1_mrna_865	B9J08_003450
lcl|PEKT02000007.1_mrna_866	B9J08_003451
lcl|PEKT02000007.1_mrna_867	B9J08_003452
lcl|PEKT02000007.1_mrna_868	B9J08_003453
lcl|PEKT02000007.1_mrna_869	B9J08_003454
lcl|PEKT02000007.1_mrna_870	B9J08_003455
lcl|PEKT02000007.1_trna_871	B9J08_003456
lcl|PEKT02000007.1_mrna_872	B9J08_003457
lcl|PEKT02000007.1_mrna_873	B9J08_003458
lcl|PEKT02000007.1_mrna_874	B9J08_003459
lcl|PEKT02000007.1_mrna_875	B9J08_003460
lcl|PEKT02000007.1_mrna_876	B9J08_003461
lcl|PEKT02000007.1_mrna_877	B9J08_003462
lcl|PEKT02000007.1_mrna_878	B9J08_003463
lcl|PEKT02000007.1_mrna_879	B9J08_003464
lcl|PEKT02000007.1_mrna_880	B9J08_003465
lcl|PEKT02000007.1_mrna_881	B9J08_003466
lcl|PEKT02000007.1_mrna_882	B9J08_003467
lcl|PEKT02000007.1_mrna_883	B9J08_003468
lcl|PEKT02000007.1_mrna_884	B9J08_003469
lcl|PEKT02000007.1_mrna_885	B9J08_003470
lcl|PEKT02000007.1_mrna_886	B9J08_003471
lcl|PEKT02000007.1_trna_887	B9J08_003472
lcl|PEKT02000007.1_mrna_888	B9J08_003473
lcl|PEKT02000007.1_mrna_889	B9J08_003474
lcl|PEKT02000007.1_mrna_890	B9J08_003475
lcl|PEKT02000007.1_trna_891	B9J08_003476
lcl|PEKT02000007.1_mrna_892	B9J08_003477
lcl|PEKT02000007.1_mrna_893	B9J08_003478
lcl|PEKT02000007.1_mrna_894	B9J08_003479
lcl|PEKT02000007.1_mrna_895	B9J08_003480
lcl|PEKT02000007.1_mrna_896	B9J08_003481
lcl|PEKT02000007.1_mrna_897	B9J08_003482
lcl|PEKT02000007.1_mrna_898	B9J08_003483
lcl|PEKT02000007.1_mrna_899	B9J08_003484
lcl|PEKT02000007.1_mrna_900	B9J08_003485
lcl|PEKT02000007.1_mrna_901	B9J08_003486
lcl|PEKT02000007.1_mrna_902	B9J08_003487
lcl|PEKT02000007.1_mrna_903	B9J08_003488
lcl|PEKT02000007.1_mrna_904	B9J08_003489
lcl|PEKT02000007.1_mrna_905	B9J08_003490
lcl|PEKT02000007.1_mrna_906	B9J08_003491
lcl|PEKT02000007.1_trna_907	B9J08_003492
lcl|PEKT02000007.1_trna_908	B9J08_003493
lcl|PEKT02000007.1_mrna_909	B9J08_003494
lcl|PEKT02000007.1_mrna_910	B9J08_003495
lcl|PEKT02000007.1_mrna_911	B9J08_003496
lcl|PEKT02000007.1_mrna_912	B9J08_003497
lcl|PEKT02000007.1_mrna_913	B9J08_003498
lcl|PEKT02000007.1_mrna_914	B9J08_003499
lcl|PEKT02000007.1_mrna_915	B9J08_003500
lcl|PEKT02000007.1_mrna_916	B9J08_003501
lcl|PEKT02000007.1_mrna_917	B9J08_003502
lcl|PEKT02000007.1_mrna_918	B9J08_003503
lcl|PEKT02000007.1_mrna_919	B9J08_003504
lcl|PEKT02000007.1_mrna_920	B9J08_003505
lcl|PEKT02000007.1_mrna_921	B9J08_003506
lcl|PEKT02000007.1_mrna_922	B9J08_003507
lcl|PEKT02000007.1_mrna_923	B9J08_003508
lcl|PEKT02000007.1_mrna_924	B9J08_003509
lcl|PEKT02000007.1_mrna_925	B9J08_003510
lcl|PEKT02000007.1_mrna_926	B9J08_003511
lcl|PEKT02000007.1_mrna_927	B9J08_003512
lcl|PEKT02000007.1_mrna_928	B9J08_003513
lcl|PEKT02000007.1_mrna_929	B9J08_003514
lcl|PEKT02000007.1_mrna_930	B9J08_003515
lcl|PEKT02000007.1_mrna_931	B9J08_003516
lcl|PEKT02000007.1_mrna_932	B9J08_003517
lcl|PEKT02000007.1_mrna_933	B9J08_003518
lcl|PEKT02000007.1_mrna_934	B9J08_003519
lcl|PEKT02000007.1_trna_935	B9J08_003520
lcl|PEKT02000007.1_mrna_936	B9J08_003521
lcl|PEKT02000007.1_mrna_937	B9J08_003522
lcl|PEKT02000007.1_mrna_938	B9J08_003523
lcl|PEKT02000007.1_mrna_939	B9J08_003524
lcl|PEKT02000007.1_mrna_940	B9J08_003525
lcl|PEKT02000007.1_mrna_941	B9J08_003526
lcl|PEKT02000007.1_mrna_942	B9J08_003527
lcl|PEKT02000007.1_mrna_943	B9J08_003528
lcl|PEKT02000007.1_mrna_944	B9J08_003529
lcl|PEKT02000007.1_mrna_945	B9J08_003530
lcl|PEKT02000007.1_mrna_946	B9J08_003531
lcl|PEKT02000007.1_mrna_947	B9J08_003532
lcl|PEKT02000007.1_mrna_948	B9J08_003533
lcl|PEKT02000007.1_mrna_949	B9J08_003534
lcl|PEKT02000007.1_mrna_950	B9J08_003535
lcl|PEKT02000007.1_mrna_951	B9J08_003536
lcl|PEKT02000007.1_mrna_952	B9J08_003537
lcl|PEKT02000007.1_mrna_953	B9J08_003538
lcl|PEKT02000007.1_mrna_954	B9J08_003539
lcl|PEKT02000007.1_mrna_955	B9J08_003540
lcl|PEKT02000007.1_mrna_956	B9J08_003541
lcl|PEKT02000007.1_mrna_957	B9J08_003542
lcl|PEKT02000007.1_mrna_958	B9J08_003543
lcl|PEKT02000007.1_mrna_959	B9J08_003544
lcl|PEKT02000007.1_mrna_960	B9J08_003545
lcl|PEKT02000007.1_mrna_961	B9J08_003546
lcl|PEKT02000007.1_mrna_962	B9J08_003547
lcl|PEKT02000007.1_trna_963	B9J08_003548
lcl|PEKT02000007.1_trna_964	B9J08_003549
lcl|PEKT02000007.1_mrna_965	B9J08_003550
lcl|PEKT02000007.1_mrna_966	B9J08_003551
lcl|PEKT02000007.1_mrna_967	B9J08_003552
lcl|PEKT02000007.1_mrna_968	B9J08_003553
lcl|PEKT02000007.1_mrna_969	B9J08_003554
lcl|PEKT02000007.1_mrna_970	B9J08_003555
lcl|PEKT02000007.1_mrna_971	B9J08_003556
lcl|PEKT02000007.1_mrna_972	B9J08_003557
lcl|PEKT02000007.1_mrna_973	B9J08_003558
lcl|PEKT02000007.1_mrna_974	B9J08_003559
lcl|PEKT02000007.1_mrna_975	B9J08_003560
lcl|PEKT02000007.1_mrna_976	B9J08_003561
lcl|PEKT02000007.1_mrna_977	B9J08_003562
lcl|PEKT02000007.1_mrna_978	B9J08_003563
lcl|PEKT02000007.1_mrna_979	B9J08_003564
lcl|PEKT02000007.1_trna_980	B9J08_003565
lcl|PEKT02000007.1_trna_981	B9J08_003566
lcl|PEKT02000007.1_mrna_982	B9J08_003567
lcl|PEKT02000007.1_mrna_983	B9J08_003568
lcl|PEKT02000007.1_mrna_984	B9J08_003569
lcl|PEKT02000007.1_mrna_985	B9J08_003570
lcl|PEKT02000007.1_mrna_986	B9J08_003571
lcl|PEKT02000007.1_mrna_987	B9J08_003572
lcl|PEKT02000007.1_mrna_988	B9J08_003573
lcl|PEKT02000007.1_mrna_989	B9J08_003574
lcl|PEKT02000007.1_mrna_990	B9J08_003575
lcl|PEKT02000007.1_mrna_991	B9J08_003576
lcl|PEKT02000007.1_mrna_992	B9J08_003577
lcl|PEKT02000007.1_mrna_993	B9J08_003578
lcl|PEKT02000007.1_mrna_994	B9J08_003579
lcl|PEKT02000007.1_mrna_995	B9J08_003580
lcl|PEKT02000007.1_mrna_996	B9J08_003581
lcl|PEKT02000007.1_mrna_997	B9J08_003582
lcl|PEKT02000007.1_mrna_998	B9J08_003583
